chateau,region_x,classification,year,score,price_usd,vintage_score,biodynamic,source,appellation,region_y,regional_vintage_score
Margaux,Margaux,1,2019,97.0,877.0,96,1,WineSearcher,Margaux,Margaux,95.0
Margaux,Margaux,1,2020,97.0,738.0,95,1,WineSearcher,Margaux,Margaux,93.0
Margaux,Margaux,1,2021,95.0,593.0,94,1,WineSearcher,Margaux,Margaux,92.0
Margaux,Margaux,1,2022,98.0,810.0,96,1,WineSearcher,Margaux,Margaux,95.0
Margaux,Margaux,1,2023,97.0,560.0,95,1,WineSearcher,Margaux,Margaux,92.0
Margaux,Margaux,1,2024,95.0,376.0,93,1,WineSearcher,Margaux,Margaux,93.0
Montrose,St-Estephe,2,2000,93.0,,93,0,IEEE,Saint-Estephe,Saint-Estephe,94.0
Montrose,St-Estephe,2,2001,92.0,,91,0,IEEE,Saint-Estephe,Saint-Estephe,92.0
Montrose,St-Estephe,2,2002,92.0,,91,0,IEEE,Saint-Estephe,Saint-Estephe,92.0
Montrose,St-Estephe,2,2003,95.0,,93,0,IEEE,Saint-Estephe,Saint-Estephe,95.0
Montrose,St-Estephe,2,2004,92.0,,92,0,IEEE,Saint-Estephe,Saint-Estephe,92.0
Montrose,St-Estephe,2,2005,95.0,,93,0,IEEE,Saint-Estephe,Saint-Estephe,94.0
Montrose,St-Estephe,2,2006,93.0,,92,0,IEEE,Saint-Estephe,Saint-Estephe,92.0
Montrose,St-Estephe,2,2007,88.0,,91,0,IEEE,Saint-Estephe,Saint-Estephe,91.0
Montrose,St-Estephe,2,2008,91.0,,92,0,IEEE,Saint-Estephe,Saint-Estephe,93.0
Montrose,St-Estephe,2,2009,97.0,,94,0,IEEE,Saint-Estephe,Saint-Estephe,94.0
Montrose,St-Estephe,2,2010,97.0,,94,0,IEEE,Saint-Estephe,Saint-Estephe,95.0
Montrose,St-Estephe,2,2011,93.0,,92,0,IEEE,Saint-Estephe,Saint-Estephe,92.0
Montrose,St-Estephe,2,2012,92.0,,92,0,IEEE,Saint-Estephe,Saint-Estephe,93.0
Montrose,St-Estephe,2,2013,92.0,,91,0,IEEE,Saint-Estephe,Saint-Estephe,91.0
Montrose,St-Estephe,2,2014,95.0,,94,0,IEEE,Saint-Estephe,Saint-Estephe,95.0
Montrose,St-Estephe,2,2015,92.0,,94,0,IEEE,Saint-Estephe,Saint-Estephe,94.0
Montrose,St-Estephe,2,2016,96.0,,96,0,IEEE,Saint-Estephe,Saint-Estephe,97.0
Montrose,St-Estephe,2,2017,94.0,185.0,94,0,WineSearcher,Saint-Estephe,Saint-Estephe,95.0
Montrose,St-Estephe,2,2018,96.0,237.0,96,0,WineSearcher,Saint-Estephe,Saint-Estephe,97.0
Montrose,St-Estephe,2,2019,97.0,209.0,96,0,WineSearcher,Saint-Estephe,Saint-Estephe,96.0
Montrose,St-Estephe,2,2020,97.0,230.0,95,0,WineSearcher,Saint-Estephe,Saint-Estephe,96.0
Montrose,St-Estephe,2,2021,94.0,170.0,94,0,WineSearcher,Saint-Estephe,Saint-Estephe,95.0
Montrose,St-Estephe,2,2022,98.0,233.0,96,0,WineSearcher,Saint-Estephe,Saint-Estephe,97.0
Montrose,St-Estephe,2,2023,97.0,189.0,95,0,WineSearcher,Saint-Estephe,Saint-Estephe,97.0
Montrose,St-Estephe,2,2024,95.0,108.0,93,0,WineSearcher,Saint-Estephe,Saint-Estephe,93.0
Mouton Rothschild,Pauillac,1,2017,95.0,,94,0,WineSearcher,Pauillac,Pauillac,93.0
Mouton Rothschild,Pauillac,1,2018,98.0,,96,0,WineSearcher,Pauillac,Pauillac,96.0
Mouton Rothschild,Pauillac,1,2019,98.0,757.0,96,0,WineSearcher,Pauillac,Pauillac,95.0
Mouton Rothschild,Pauillac,1,2020,97.0,769.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
Mouton Rothschild,Pauillac,1,2021,95.0,593.0,94,0,WineSearcher,Pauillac,Pauillac,93.0
Mouton Rothschild,Pauillac,1,2022,98.0,760.0,96,0,WineSearcher,Pauillac,Pauillac,96.0
Mouton Rothschild,Pauillac,1,2023,97.0,513.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
Mouton Rothschild,Pauillac,1,2024,95.0,321.0,93,0,WineSearcher,Pauillac,Pauillac,92.0
Palmer,Margaux,3,2000,96.0,,93,0,IEEE,Margaux,Margaux,92.0
Palmer,Margaux,3,2001,94.0,,91,0,IEEE,Margaux,Margaux,91.0
Palmer,Margaux,3,2002,91.0,,91,0,IEEE,Margaux,Margaux,91.0
Palmer,Margaux,3,2003,92.0,,93,0,IEEE,Margaux,Margaux,91.0
Palmer,Margaux,3,2004,91.0,,92,0,IEEE,Margaux,Margaux,92.0
Palmer,Margaux,3,2005,94.0,,93,0,IEEE,Margaux,Margaux,93.0
Palmer,Margaux,3,2006,93.0,,92,0,IEEE,Margaux,Margaux,90.0
Palmer,Margaux,3,2007,90.0,,91,0,IEEE,Margaux,Margaux,90.0
Palmer,Margaux,3,2008,91.0,,92,0,IEEE,Margaux,Margaux,92.0
Palmer,Margaux,3,2009,95.0,,94,0,IEEE,Margaux,Margaux,93.0
Palmer,Margaux,3,2010,96.0,,94,0,IEEE,Margaux,Margaux,93.0
Palmer,Margaux,3,2011,93.0,,92,0,IEEE,Margaux,Margaux,90.0
Palmer,Margaux,3,2012,93.0,,92,0,IEEE,Margaux,Margaux,91.0
Palmer,Margaux,3,2013,91.0,,91,0,IEEE,Margaux,Margaux,91.0
Palmer,Margaux,3,2014,94.0,,94,0,IEEE,Margaux,Margaux,92.0
Palmer,Margaux,3,2015,96.0,,94,0,IEEE,Margaux,Margaux,93.0
Palmer,Margaux,3,2016,94.0,,96,0,IEEE,Margaux,Margaux,94.0
Palmer,Margaux,3,2017,95.0,339.0,94,1,WineSearcher,Margaux,Margaux,94.0
Palmer,Margaux,3,2018,97.0,469.0,96,1,WineSearcher,Margaux,Margaux,95.0
Palmer,Margaux,3,2019,97.0,335.0,96,1,WineSearcher,Margaux,Margaux,95.0
Palmer,Margaux,3,2020,96.0,391.0,95,1,WineSearcher,Margaux,Margaux,93.0
Palmer,Margaux,3,2021,94.0,328.0,94,1,WineSearcher,Margaux,Margaux,92.0
Palmer,Margaux,3,2022,97.0,435.0,96,1,WineSearcher,Margaux,Margaux,95.0
Palmer,Margaux,3,2023,96.0,362.0,95,1,WineSearcher,Margaux,Margaux,92.0
Palmer,Margaux,3,2024,95.0,202.0,93,1,WineSearcher,Margaux,Margaux,93.0
Pichon Baron,Pauillac,2,2012,92.0,,92,0,IEEE,Pauillac,Pauillac,92.0
Pichon Baron,Pauillac,2,2013,91.0,,91,0,IEEE,Pauillac,Pauillac,91.0
Pichon Baron,Pauillac,2,2014,93.0,,94,0,IEEE,Pauillac,Pauillac,93.0
Pichon Baron,Pauillac,2,2015,94.0,,94,0,IEEE,Pauillac,Pauillac,95.0
Pichon Baron,Pauillac,2,2016,96.0,,96,0,IEEE,Pauillac,Pauillac,96.0
Pichon Baron,Pauillac,2,2017,94.0,,94,0,WineSearcher,Pauillac,Pauillac,93.0
Pichon Baron,Pauillac,2,2018,96.0,,96,0,WineSearcher,Pauillac,Pauillac,96.0
Pichon Baron,Pauillac,2,2019,97.0,223.0,96,0,WineSearcher,Pauillac,Pauillac,95.0
Pichon Baron,Pauillac,2,2020,96.0,195.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
Pichon Baron,Pauillac,2,2021,94.0,157.0,94,0,WineSearcher,Pauillac,Pauillac,93.0
Pichon Baron,Pauillac,2,2022,97.0,211.0,96,0,WineSearcher,Pauillac,Pauillac,96.0
Pichon Baron,Pauillac,2,2023,96.0,163.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
Pichon Baron,Pauillac,2,2024,93.0,119.0,93,0,WineSearcher,Pauillac,Pauillac,92.0
Pichon Lalande,Pauillac,2,2017,95.0,200.0,94,0,WineSearcher,Pauillac,Pauillac,93.0
Pichon Lalande,Pauillac,2,2018,96.0,291.0,96,0,WineSearcher,Pauillac,Pauillac,96.0
Pichon Lalande,Pauillac,2,2019,96.0,335.0,96,0,WineSearcher,Pauillac,Pauillac,95.0
Pichon Lalande,Pauillac,2,2020,96.0,242.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
Pichon Lalande,Pauillac,2,2021,94.0,193.0,94,0,WineSearcher,Pauillac,Pauillac,93.0
Pichon Lalande,Pauillac,2,2022,97.0,250.0,96,0,WineSearcher,Pauillac,Pauillac,96.0
Pichon Lalande,Pauillac,2,2023,97.0,181.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
Pichon Lalande,Pauillac,2,2024,94.0,127.0,93,0,WineSearcher,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2000,92.0,,93,0,IEEE,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2001,92.0,,91,0,IEEE,Pauillac,Pauillac,91.0
Pontet-Canet,Pauillac,5,2002,92.0,,91,0,IEEE,Pauillac,Pauillac,91.0
Pontet-Canet,Pauillac,5,2003,93.0,,93,0,IEEE,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2004,93.0,,92,0,IEEE,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2005,96.0,,93,0,IEEE,Pauillac,Pauillac,93.0
Pontet-Canet,Pauillac,5,2006,93.0,,92,0,IEEE,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2007,90.0,,91,0,IEEE,Pauillac,Pauillac,91.0
Pontet-Canet,Pauillac,5,2008,92.0,,92,0,IEEE,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2009,96.0,,94,0,IEEE,Pauillac,Pauillac,94.0
Pontet-Canet,Pauillac,5,2010,97.0,,94,1,IEEE,Pauillac,Pauillac,94.0
Pontet-Canet,Pauillac,5,2011,92.0,,92,1,IEEE,Pauillac,Pauillac,91.0
Pontet-Canet,Pauillac,5,2012,92.0,,92,1,IEEE,Pauillac,Pauillac,92.0
Pontet-Canet,Pauillac,5,2013,89.0,,91,1,IEEE,Pauillac,Pauillac,91.0
Pontet-Canet,Pauillac,5,2014,93.0,,94,1,IEEE,Pauillac,Pauillac,93.0
Pontet-Canet,Pauillac,5,2015,94.0,,94,1,IEEE,Pauillac,Pauillac,95.0
Pontet-Canet,Pauillac,5,2016,95.0,,96,1,IEEE,Pauillac,Pauillac,96.0
Pontet-Canet,Pauillac,5,2017,94.0,143.0,94,1,WineSearcher,Pauillac,Pauillac,93.0
Pontet-Canet,Pauillac,5,2018,97.0,169.0,96,1,WineSearcher,Pauillac,Pauillac,96.0
Pontet-Canet,Pauillac,5,2019,96.0,153.0,96,1,WineSearcher,Pauillac,Pauillac,95.0
Pontet-Canet,Pauillac,5,2020,95.0,150.0,95,1,WineSearcher,Pauillac,Pauillac,95.0
Pontet-Canet,Pauillac,5,2021,93.0,103.0,94,1,WineSearcher,Pauillac,Pauillac,93.0
Pontet-Canet,Pauillac,5,2022,96.0,141.0,96,1,WineSearcher,Pauillac,Pauillac,96.0
Pontet-Canet,Pauillac,5,2023,96.0,121.0,95,1,WineSearcher,Pauillac,Pauillac,95.0
Pontet-Canet,Pauillac,5,2024,94.0,82.0,93,1,WineSearcher,Pauillac,Pauillac,92.0
Prieure-Lichine,Margaux,4,2000,91.0,,93,0,IEEE,Margaux,Margaux,92.0
Prieure-Lichine,Margaux,4,2001,88.0,,91,0,IEEE,Margaux,Margaux,91.0
Prieure-Lichine,Margaux,4,2002,88.0,,91,0,IEEE,Margaux,Margaux,91.0
Prieure-Lichine,Margaux,4,2003,92.0,,93,0,IEEE,Margaux,Margaux,91.0
Prieure-Lichine,Margaux,4,2004,88.0,,92,0,IEEE,Margaux,Margaux,92.0
Prieure-Lichine,Margaux,4,2005,92.0,,93,0,IEEE,Margaux,Margaux,93.0
Prieure-Lichine,Margaux,4,2006,89.0,,92,0,IEEE,Margaux,Margaux,90.0
Prieure-Lichine,Margaux,4,2007,87.0,,91,0,IEEE,Margaux,Margaux,90.0
Prieure-Lichine,Margaux,4,2008,90.0,,92,0,IEEE,Margaux,Margaux,92.0
Prieure-Lichine,Margaux,4,2009,91.0,,94,0,IEEE,Margaux,Margaux,93.0
Prieure-Lichine,Margaux,4,2010,92.0,,94,0,IEEE,Margaux,Margaux,93.0
Prieure-Lichine,Margaux,4,2011,90.0,,92,0,IEEE,Margaux,Margaux,90.0
Prieure-Lichine,Margaux,4,2012,90.0,,92,0,IEEE,Margaux,Margaux,91.0
Prieure-Lichine,Margaux,4,2013,88.0,,91,0,IEEE,Margaux,Margaux,91.0
Prieure-Lichine,Margaux,4,2014,89.0,,94,0,IEEE,Margaux,Margaux,92.0
Prieure-Lichine,Margaux,4,2015,92.0,,94,0,IEEE,Margaux,Margaux,93.0
Prieure-Lichine,Margaux,4,2016,92.0,,96,0,IEEE,Margaux,Margaux,94.0
Prieure-Lichine,Margaux,4,2017,90.0,62.0,94,0,WineSearcher,Margaux,Margaux,94.0
Prieure-Lichine,Margaux,4,2018,92.0,59.0,96,0,WineSearcher,Margaux,Margaux,95.0
Prieure-Lichine,Margaux,4,2019,92.0,52.0,96,0,WineSearcher,Margaux,Margaux,95.0
Prieure-Lichine,Margaux,4,2020,92.0,55.0,95,0,WineSearcher,Margaux,Margaux,93.0
Prieure-Lichine,Margaux,4,2021,90.0,44.0,94,0,WineSearcher,Margaux,Margaux,92.0
Prieure-Lichine,Margaux,4,2022,93.0,55.0,96,0,WineSearcher,Margaux,Margaux,95.0
Prieure-Lichine,Margaux,4,2023,92.0,51.0,95,0,WineSearcher,Margaux,Margaux,92.0
Prieure-Lichine,Margaux,4,2024,91.0,36.0,93,0,WineSearcher,Margaux,Margaux,93.0
Talbot,St-Julien,4,2000,90.0,,93,0,IEEE,Saint-Julien,Saint-Julien,93.0
Talbot,St-Julien,4,2001,90.0,,91,0,IEEE,Saint-Julien,Saint-Julien,92.0
Talbot,St-Julien,4,2002,87.0,,91,0,IEEE,Saint-Julien,Saint-Julien,92.0
Talbot,St-Julien,4,2003,91.0,,93,0,IEEE,Saint-Julien,Saint-Julien,93.0
Talbot,St-Julien,4,2004,89.0,,92,0,IEEE,Saint-Julien,Saint-Julien,93.0
Talbot,St-Julien,4,2005,92.0,,93,0,IEEE,Saint-Julien,Saint-Julien,93.0
Talbot,St-Julien,4,2006,91.0,,92,0,IEEE,Saint-Julien,Saint-Julien,94.0
Talbot,St-Julien,4,2007,87.0,,91,0,IEEE,Saint-Julien,Saint-Julien,92.0
Talbot,St-Julien,4,2008,89.0,,92,0,IEEE,Saint-Julien,Saint-Julien,94.0
Talbot,St-Julien,4,2009,91.0,,94,0,IEEE,Saint-Julien,Saint-Julien,94.0
Talbot,St-Julien,4,2010,91.0,,94,0,IEEE,Saint-Julien,Saint-Julien,94.0
Talbot,St-Julien,4,2011,90.0,,92,0,IEEE,Saint-Julien,Saint-Julien,93.0
Talbot,St-Julien,4,2012,87.0,,92,0,IEEE,Saint-Julien,Saint-Julien,92.0
Talbot,St-Julien,4,2013,87.0,,91,0,IEEE,Saint-Julien,Saint-Julien,92.0
Talbot,St-Julien,4,2014,92.0,,94,0,IEEE,Saint-Julien,Saint-Julien,94.0
Talbot,St-Julien,4,2015,92.0,,94,0,IEEE,Saint-Julien,Saint-Julien,95.0
Talbot,St-Julien,4,2016,95.0,,96,0,IEEE,Saint-Julien,Saint-Julien,95.0
Talbot,St-Julien,4,2017,91.0,80.0,94,0,WineSearcher,Saint-Julien,Saint-Julien,95.0
Talbot,St-Julien,4,2018,93.0,107.0,96,0,WineSearcher,Saint-Julien,Saint-Julien,97.0
Talbot,St-Julien,4,2019,93.0,102.0,96,0,WineSearcher,Saint-Julien,Saint-Julien,97.0
Talbot,St-Julien,4,2020,92.0,83.0,95,0,WineSearcher,Saint-Julien,Saint-Julien,96.0
Talbot,St-Julien,4,2021,91.0,64.0,94,0,WineSearcher,Saint-Julien,Saint-Julien,95.0
Talbot,St-Julien,4,2022,93.0,90.0,96,0,WineSearcher,Saint-Julien,Saint-Julien,96.0
Talbot,St-Julien,4,2023,93.0,72.0,95,0,WineSearcher,Saint-Julien,Saint-Julien,97.0
Talbot,St-Julien,4,2024,91.0,56.0,93,0,WineSearcher,Saint-Julien,Saint-Julien,95.0
d'Armailhac,Pauillac,5,2000,92.0,,93,0,IEEE,Pauillac,Pauillac,92.0
d'Armailhac,Pauillac,5,2001,89.0,,91,0,IEEE,Pauillac,Pauillac,91.0
d'Armailhac,Pauillac,5,2002,87.0,,91,0,IEEE,Pauillac,Pauillac,91.0
d'Armailhac,Pauillac,5,2003,91.0,,93,0,IEEE,Pauillac,Pauillac,92.0
d'Armailhac,Pauillac,5,2004,90.0,,92,0,IEEE,Pauillac,Pauillac,92.0
d'Armailhac,Pauillac,5,2005,90.0,,93,0,IEEE,Pauillac,Pauillac,93.0
d'Armailhac,Pauillac,5,2006,89.0,,92,0,IEEE,Pauillac,Pauillac,92.0
d'Armailhac,Pauillac,5,2007,84.0,,91,0,IEEE,Pauillac,Pauillac,91.0
d'Armailhac,Pauillac,5,2008,89.0,,92,0,IEEE,Pauillac,Pauillac,92.0
d'Armailhac,Pauillac,5,2009,92.0,,94,0,IEEE,Pauillac,Pauillac,94.0
d'Armailhac,Pauillac,5,2010,93.0,,94,0,IEEE,Pauillac,Pauillac,94.0
d'Armailhac,Pauillac,5,2011,90.0,,92,0,IEEE,Pauillac,Pauillac,91.0
d'Armailhac,Pauillac,5,2012,89.0,,92,0,IEEE,Pauillac,Pauillac,92.0
d'Armailhac,Pauillac,5,2013,88.0,,91,0,IEEE,Pauillac,Pauillac,91.0
d'Armailhac,Pauillac,5,2014,91.0,,94,0,IEEE,Pauillac,Pauillac,93.0
d'Armailhac,Pauillac,5,2015,92.0,,94,0,IEEE,Pauillac,Pauillac,95.0
d'Armailhac,Pauillac,5,2016,93.0,,96,0,IEEE,Pauillac,Pauillac,96.0
d'Armailhac,Pauillac,5,2017,91.0,78.0,94,0,WineSearcher,Pauillac,Pauillac,93.0
d'Armailhac,Pauillac,5,2018,92.0,87.0,96,0,WineSearcher,Pauillac,Pauillac,96.0
d'Armailhac,Pauillac,5,2019,93.0,75.0,96,0,WineSearcher,Pauillac,Pauillac,95.0
d'Armailhac,Pauillac,5,2020,92.0,80.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
d'Armailhac,Pauillac,5,2021,91.0,55.0,94,0,WineSearcher,Pauillac,Pauillac,93.0
d'Armailhac,Pauillac,5,2022,93.0,75.0,96,0,WineSearcher,Pauillac,Pauillac,96.0
d'Armailhac,Pauillac,5,2023,92.0,60.0,95,0,WineSearcher,Pauillac,Pauillac,95.0
d'Armailhac,Pauillac,5,2024,91.0,37.0,93,0,WineSearcher,Pauillac,Pauillac,92.0
